codigo_ocorrencia,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_tipo_icao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_horario,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_dia_extracao,ocorrencia_classificacao
201603081423542,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,-22.7553,-47.2681,AMERICANA,SP,BRASIL,SDAI,2016-03-03,20:20:00,SIM,ATIVA,A-040/CENIPA/2016,NÃO,,0,1,SIM,2018-08-28,ACIDENTE
201402262200380,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO,GCOL,-22.7409,-47.3304,AMERICANA,SP,BRASIL,SDAI,2014-02-26,15:30:00,,FINALIZADA,***,NÃO,,0,2,NÃO,2018-08-28,ACIDENTE
201512062996168,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-22.7556,-47.2672,AMERICANA,SP,BRASIL,SDAI,2015-12-06,15:00:00,,ATIVA,A-160/CENIPA/2015,NÃO,,0,1,SIM,2018-08-28,ACIDENTE
201302288828626,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO,GCOL,-22.7409,-47.3304,AMERICANA,SP,BRASIL,SDAI,2013-02-28,17:10:00,,FINALIZADA,***,NÃO,,0,2,NÃO,2018-08-28,INCIDENTE
201010179552033,CORTE INVOLUNTÁRIO DO MOTOR,OUTROS,OTHR,-22.7409,-47.3304,AMERICANA,SP,BRASIL,****,2010-10-17,15:05:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201211234731194,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-22.7409,-47.3304,AMERICANA,SP,BRASIL,SDAI,2012-11-23,21:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201404091698398,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-22.7409,-47.3304,AMERICANA,SP,BRASIL,SDAI,2014-04-09,14:40:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201106046509244,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,22.7553,47.2681,AMERICANA,SP,BRASIL,****,2011-06-04,14:00:00,,FINALIZADA,IG-585/CENIPA/2014,SIM,2016-06-03,1,1,SIM,2018-08-28,INCIDENTE
201404241795275,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-22.7553,-47.2681,AMERICANA,SP,BRASIL,SDAI,2014-04-24,17:00:00,,ATIVA,A-084/CENIPA/2014,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201710301305119,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-29.4072,-51.4283,BARÃO,RS,BRASIL,****,2017-10-29,11:00:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201704101604271,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-15.8992,-52.2453,ARAGARÇAS,GO,BRASIL,SJVO,2017-04-01,21:40:00,SIM,ATIVA,A-055/CENIPA/2017,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201309154325852,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-15.8992,-52.2417,ARAGARÇAS,GO,BRASIL,SJVO,2013-09-15,18:00:00,,FINALIZADA,A-165/CENIPA/2013,SIM,2014-03-27,0,1,NÃO,2018-08-28,ACIDENTE
201407067553711,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-15.0586,-57.1831,BARRA DO BUGRES,MT,BRASIL,SWBB,2014-07-06,19:05:00,,FINALIZADA,A-122/CENIPA/2014 ,SIM,2015-05-15,0,1,SIM,2018-08-28,ACIDENTE
201304198961777,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-15.0583,-57.1825,BARRA DO BUGRES,MT,BRASIL,SWBB,2013-04-19,19:30:00,,FINALIZADA,A-072/CENIPA/2013,SIM,2013-09-16,0,1,SIM,2018-08-28,ACIDENTE
200911258892588,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-14.9731,-57.4194,BARRA DO BUGRES,MT,BRASIL,****,2009-11-25,10:10:00,,FINALIZADA,IG-094/CENIPA/2011,SIM,2011-11-04,7,1,NÃO,2018-08-28,INCIDENTE
200911123689365,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-16.1806,-40.6977,ALMENARA,MG,BRASIL,SNAR,2009-11-12,17:00:00,,ATIVA,IG-526/CENIPA/2017,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
200806236437294,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-2.7536,-42.8169,BARREIRINHAS,MA,BRASIL,****,2008-06-23,20:30:00,,ATIVA,A DEFINIR,NÃO,,0,1,SIM,2018-08-28,ACIDENTE
201407123963890,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO,GCOL,-2.7501,-42.8278,BARREIRINHAS,MA,BRASIL,SSRS,2014-07-12,20:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201604071713172,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-2.7567,-42.8044,BARREIRINHAS,MA,BRASIL,SSRS,2016-04-02,14:12:00,SIM,FINALIZADA,A-060/CENIPA/2016,SIM,2017-06-22,1,1,NÃO,2018-08-28,ACIDENTE
201402154288744,DESORIENTAÇÃO ESPACIAL,MÉDICO,MED,-1.1964,-46.9406,BRAGANÇA,PA,BRASIL,****,2014-02-15,22:00:00,,ATIVA,A-036/CENIPA/2014,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201105144414959,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS,OTHR,-3.5447,-49.2619,BREU BRANCO,PA,BRASIL,****,2011-05-14,14:30:00,,FINALIZADA,A-050/CENIPA/2013,SIM,2013-09-10,1,1,NÃO,2018-08-28,ACIDENTE
201312066556431,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-15.8608,-52.3894,BARRA DO GARÇAS,MT,BRASIL,SBBW,2013-12-06,20:48:00,,FINALIZADA,IG-215/CENIPA/2013,SIM,2015-02-09,0,1,NÃO,2018-08-28,INCIDENTE
201203012667447,OUTROS,OUTROS,OTHR,-15.8887,-52.2603,BARRA DO GARÇAS,MT,BRASIL,SBBW,2012-03-01,12:50:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201212225707711,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-7051,-71.6944,IPIXUNA,AM,BRASIL,****,2012-12-22,19:10:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201301266659384,FOGO EM VOO,FOGO/FUMAÇA (SEM IMPACTO),F-NI,7.0336,-71.6883,IPIXUNA,AM,BRASIL,****,2013-01-26,15:00:00,,FINALIZADA,IG-019/CENIPA/2013 ,SIM,2016-03-07,1,1,NÃO,2018-08-28,INCIDENTE
201703201639586,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-25.5728,-49.3953,ARAUCÁRIA,PR,BRASIL,SSSE,2017-03-17,18:07:00,NÃO,ATIVA,A-044/CENIPA/2017,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201009206680851,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-7.1323,-34.9292,BAYEUX,PB,BRASIL,****,2010-09-20,23:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201803161630146,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,LALT,-1.65,-50.1247,BREVES,PA,BRASIL,****,2018-03-15,15:00:00,SIM,ATIVA,A-047/CENIPA/2018,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201604271641454,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.6386,-50.4414,BREVES,PA,BRASIL,SNVS,2016-04-27,15:12:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201404162921836,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.1383,-60.2556,IRANDUBA,AM,BRASIL,****,2014-04-16,20:40:00,,FINALIZADA,A-076/CENIPA/2014,SIM,2014-11-24,0,1,NÃO,2018-08-28,ACIDENTE
201112308591101,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-22.8391,-42.2221,IGUABA GRANDE,RJ,BRASIL,****,2011-12-30,17:40:00,,FINALIZADA,A-539/CENIPA/2014,SIM,2014-08-22,1,1,NÃO,2018-08-28,ACIDENTE
201501084750163,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-13.0836,-57.7972,BRASNORTE,MT,BRASIL,****,2015-01-08,20:30:00,,FINALIZADA,A-004/CENIPA/2015,SIM,2017-10-27,0,1,NÃO,2018-08-28,ACIDENTE
201808110115123,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-20.3694,-41.0617,DOMINGOS MARTINS,ES,BRASIL,****,2018-08-10,19:45:00,SIM,ATIVA,A DEFINIR,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201110187616475,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.1089,-58.4547,ITACOATIARA,AM,BRASIL,****,2011-10-18,19:50:00,,FINALIZADA,A - 623/CENIPA/2014,SIM,2016-06-03,2,1,NÃO,2018-08-28,ACIDENTE
201805181318558,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-3.5175,-58.3911,ITACOATIARA,AM,BRASIL,****,2018-05-16,11:15:00,NÃO,ATIVA,A-088/CENIPA/2018,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201401072421617,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-9.0594,-44.3692,BOM JESUS,PI,BRASIL,SNGG,2014-01-07,11:45:00,,FINALIZADA,A-005/CENIPA/2014,SIM,2017-08-01,1,1,NÃO,2018-08-28,ACIDENTE
201711201236052,COM HÉLICE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-9.2561,-44.79,BOM JESUS,PI,BRASIL,****,2017-11-16,17:30:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201409246298450,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-30.5086,-51.3536,BARRA DO RIBEIRO,RS,BRASIL,****,2014-09-24,16:00:00,,FINALIZADA,IG-162/CENIPA/2014,SIM,2015-04-30,0,1,NÃO,2018-08-28,INCIDENTE
201502046069114,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-24.2522,-53.6642,ASSIS CHATEAUBRIAND,PR,BRASIL,****,2015-02-04,19:50:00,,FINALIZADA,IG-018/CENIPA/2015,SIM,2015-10-19,0,1,NÃO,2018-08-28,INCIDENTE
201207025065464,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,14.4578,-41.4581,ARACATU,BA,BRASIL,****,2012-07-02,10:45:00,,FINALIZADA,IG-126/CENIPA/2013,SIM,2015-05-15,3,1,NÃO,2018-08-28,INCIDENTE
201404208295388,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-6.4394,-37.0783,CAICÓ,RN,BRASIL,SNKK,2014-04-20,13:00:00,,FINALIZADA,IG-079/CENIPA/2014,SIM,2015-07-21,0,1,SIM,2018-08-28,INCIDENTE
201211037437708,OUTROS,OUTROS,OTHR,-26.9918,-48.6346,BALNEÁRIO CAMBORIÚ,SC,BRASIL,****,2012-11-03,14:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201205235478849,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,2.6989,-58.2614,ITAPIRANGA,AM,BRASIL,****,2012-05-23,20:20:00,,FINALIZADA,IG-116/CENIPA/2013,SIM,2015-04-24,1,1,NÃO,2018-08-28,INCIDENTE
201612062313223,F.O.D.,OUTROS,OTHR,-20.9258,-51.3839,ANDRADINA,SP,BRASIL,SDDN,2016-11-17,18:00:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201308199002931,F.O.D.,OUTROS,OTHR,-20.9015,-51.3788,ANDRADINA,SP,BRASIL,SDDN,2013-08-19,12:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201202166802412,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-2.2467,-49.5528,CAMETÁ,PA,BRASIL,****,2012-02-16,12:30:00,,FINALIZADA,A-003/CENIPA/2013 ,SIM,2016-06-16,3,1,NÃO,2018-08-28,ACIDENTE
201210223216827,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-2.2468,-49.4978,CAMETÁ,PA,BRASIL,****,2012-10-22,18:38:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
200906268393861,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-2.1297,-49.3103,CAMETÁ,PA,BRASIL,****,2009-06-26,17:00:00,,FINALIZADA,A-047/CENIPA/2010,SIM,2010-06-10,1,1,NÃO,2018-08-28,ACIDENTE
201601261835108,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-2.2469,-49.5633,CAMETÁ,PA,BRASIL,****,2016-01-15,19:00:00,SIM,FINALIZADA,IG-010/CENIPA/2016,SIM,2018-05-10,1,1,NÃO,2018-08-28,INCIDENTE
201801151806096,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-29.1714,-51.5592,BENTO GONÇALVES,RS,BRASIL,****,2018-01-11,11:14:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201512134979065,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-29.1481,-51.5383,BENTO GONÇALVES,RS,BRASIL,SSBG,2015-12-13,20:30:00,,ATIVA,A-165/CENIPA/2015,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201703241333144,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-29.1469,-51.5419,BENTO GONÇALVES,RS,BRASIL,SSBG,2017-03-15,19:36:00,SIM,FINALIZADA,A-042/CENIPA/2017,SIM,2018-06-25,2,1,NÃO,2018-08-28,ACIDENTE
201202198777284,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-11.4219,-37.3225,ESTÂNCIA,SE,BRASIL,SNOD,2012-02-19,15:10:00,,FINALIZADA,IG-083/CENIPA/2013,SIM,2014-10-01,0,1,NÃO,2018-08-28,INCIDENTE
201402198294108,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-7.2244,-48.2394,ARAGUAÍNA,TO,BRASIL,SWGN,2014-02-19,19:21:00,,FINALIZADA,A-040/CENIPA/2014,SIM,2018-06-25,2,1,NÃO,2018-08-28,ACIDENTE
201402269972570,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-7.2786,-48.1178,ARAGUAÍNA,TO,BRASIL,****,2014-02-26,11:15:00,,FINALIZADA,A-043/CENIPA/2014,SIM,2014-08-22,0,1,NÃO,2018-08-28,ACIDENTE
201712281628072,OUTROS,OUTROS,OTHR,-7.2292,-48.2436,ARAGUAÍNA,TO,BRASIL,SWGN,2017-12-28,06:30:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201208225156006,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-8.5164,-49.3708,ARAGUAÍNA,TO,BRASIL,****,2012-08-22,13:00:00,,FINALIZADA,ENCERRADA NO RAI,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201008237823514,OUTROS,OUTROS,OTHR,-7.1913,-48.2087,ARAGUAÍNA,TO,BRASIL,****,2010-08-23,19:32:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201601261557549,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-7.2283,-48.2075,ARAGUAÍNA,TO,BRASIL,SWGN,2016-01-22,03:44:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
200901216079108,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-7.1913,-48.2087,ARAGUAÍNA,TO,BRASIL,****,2009-01-21,17:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201410039144641,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-7.1913,-48.2087,ARAGUAÍNA,TO,BRASIL,SWGN,2014-10-03,11:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201512155909654,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-7.2283,-48.2408,ARAGUAÍNA,TO,BRASIL,SWGN,2015-12-15,13:00:00,,FINALIZADA,IG-166/CENIPA/2015,SIM,2018-05-17,0,1,NÃO,2018-08-28,INCIDENTE
201502084000220,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-7.6548,-41.8807,CAMPINAS DO PIAUÍ,PI,BRASIL,SBKP,2015-02-08,19:03:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201103057877893,OUTROS,OUTROS,OTHR,-20.5548,-56.6736,BODOQUENA,MS,BRASIL,****,2011-03-05,10:00:00,,ATIVA,A DEFINIR,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201208206132977,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-20.5548,-56.6736,BODOQUENA,MS,BRASIL,****,2012-08-20,05:50:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201603221202521,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-4.6006,-38.1864,BEBERIBE,CE,BRASIL,####,2016-03-19,13:30:00,SIM,FINALIZADA,A-048/CENIPA/2016,SIM,2017-10-27,0,1,SIM,2018-08-28,ACIDENTE
201208218524867,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.4769,-66.0542,JURUÁ,AM,BRASIL,****,2012-08-21,18:50:00,,FINALIZADA,A-136/CENIPA/2013,SIM,2014-07-21,0,1,NÃO,2018-08-28,ACIDENTE
201307198461143,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-21.3117,-56.8011,BONITO,MS,BRASIL,****,2013-07-19,14:30:00,,ATIVA,A-132/CENIPA/2013,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201104304792840,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS,OTHR,-25.5228,-49.6,BALSA NOVA,PR,BRASIL,SSTH,2011-04-30,20:50:00,,FINALIZADA,A-502/CENIPA/2015,SIM,2015-07-21,1,1,NÃO,2018-08-28,ACIDENTE
200903145609868,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-25.5494,-49.6431,BALSA NOVA,PR,BRASIL,SSTH,2009-03-14,17:30:00,,FINALIZADA,A-533/CENIPA/2016,SIM,2017-08-01,1,1,NÃO,2018-08-28,ACIDENTE
200808098234341,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-8.1082,-42944,CANTO DO BURITI,PI,BRASIL,****,2008-08-09,16:50:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201803011317235,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-20715,-52.6278,BRASILÂNDIA,MS,BRASIL,****,2018-02-27,12:40:00,SIM,ATIVA,A-037/CENIPA/2018,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201806191224392,AERÓDROMO,AERÓDROMO,ADRM,-21.4417,-52.1575,BRASILÂNDIA,MS,BRASIL,SSZL,2018-06-17,17:20:00,SIM,ATIVA,A-103/CENIPA/2018,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201108199122182,COM ROTOR,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.6958,-40.7797,MACAÉ,RJ,BRASIL,****,2011-08-19,19:48:00,,FINALIZADA,A-546/CENIPA/2015,SIM,2017-06-22,4,1,NÃO,2018-08-28,ACIDENTE
201403253688084,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2014-03-25,20:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201202015651294,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2012-02-01,13:50:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201212152656257,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS,OTHR,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2012-12-15,20:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201203289275998,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2012-03-28,13:45:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201207254917389,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2012-07-25,16:20:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201303207944179,OUTROS,OUTROS,OTHR,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2013-03-20,14:28:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201107214040481,FALHA DO MOTOR NO SOLO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2011-07-21,10:35:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201306177936815,POUSO EM LOCAL NÃO PREVISTO,OUTROS,OTHR,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2013-06-17,16:35:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201608171249573,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-22.3428,-41.7639,MACAÉ,RJ,BRASIL,SBME,2016-08-11,17:47:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201303275716482,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-22.7583,-41.6833,MACAÉ,RJ,BRASIL,****,2013-03-27,13:29:00,,ATIVA,A-061/CENIPA/2013,NÃO,,0,1,NÃO,2018-08-28,ACIDENTE
201110219919093,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2011-10-21,18:30:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201201147557771,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2012-01-14,10:30:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201104298787606,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2011-04-29,13:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201207224595228,POUSO EM LOCAL NÃO PREVISTO,OUTROS,OTHR,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2012-07-22,19:21:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201105308885367,FOGO NO SOLO,FOGO/FUMAÇA (SEM IMPACTO),F-NI,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2011-05-30,12:05:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201401037487937,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2014-01-03,21:24:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201203093836847,VAZAMENTO DE OUTROS FLUIDOS,OUTROS,OTHR,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,SBME,2012-03-09,11:35:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
201207303150885,POUSO EM LOCAL NÃO PREVISTO,OUTROS,OTHR,-22.3687,-41.7751,MACAÉ,RJ,BRASIL,****,2012-07-30,16:15:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28,INCIDENTE
